order_id,product_id,supplier_id,warehouse_id,order_date,delivery_date,quantity,unit_price,shipping_cost,order_status
O026063,P382,S019,W09,2025-05-23,2025-05-27,124,2087.61,51.44,Delivered
O026064,P493,S041,W11,2024-05-09,2024-05-13,3,1990.49,376.51,Delivered
O026065,P103,S069,W11,2024-07-31,2024-08-02,8,1982.76,146.88,Delivered
O026066,P216,S004,W18,2024-06-24,2024-06-29,7,3328.7,25.05,Delivered
O026067,P313,S030,W12,2025-02-06,2025-02-09,78,2765.73,150.75,Delivered
O026068,P153,S027,W13,2025-06-14,2025-06-28,199,3195.44,401.5,Delayed
O026069,P242,S034,W11,2024-03-30,2024-04-03,179,1149.38,127.65,Delivered
O026070,P310,S070,W02,2023-10-26,2023-11-11,99,4519.73,111.09,Delayed
O026071,P168,S047,W18,2024-03-02,2024-03-06,37,1003.09,476.86,Delivered
O026072,P331,S015,W14,2024-12-16,2024-12-22,103,3613.54,164.24,Delivered
O026073,P218,S021,W05,2025-01-26,2025-02-14,15,3122.68,34.63,Delayed
O026074,P125,S098,W16,2023-01-31,2023-02-17,140,242.66,494.52,Delayed
O026075,P393,S030,W09,2023-11-28,2023-12-02,132,2474.43,431.3,Delivered
O026076,P388,S005,W04,2023-02-21,2023-03-05,4,1879.86,156.34,Delayed
O026077,P152,S014,W17,2023-08-31,2023-09-07,102,3801.9,452.65,Delivered
O026078,P268,S024,W08,2025-02-13,2025-03-01,155,976.91,279.98,Delayed
O026079,P231,S036,W13,2024-11-16,2024-11-30,9,1561.25,234.77,Delayed
O026080,P297,S015,W09,2024-07-26,2024-08-08,115,3845.68,83.6,Delayed
O026081,P480,S049,W17,2025-05-21,2025-06-01,156,4450.18,154.97,Delayed
O026082,P361,S088,W19,2024-11-30,2024-12-11,153,2595.54,258.59,Delayed
O026083,P113,S092,W05,2024-06-02,2024-06-03,169,4549.25,152.46,Delivered
O026084,P364,S024,W12,2024-08-17,2024-08-25,190,3961.9,191.82,Delayed
O026085,P391,S087,W03,2023-10-10,2023-10-23,83,240.74,490.57,Delayed
O026086,P432,S007,W11,2024-08-21,2024-08-25,14,2520.99,280.15,Delivered
O026087,P279,S074,W19,2023-05-28,2023-06-16,190,4407.39,149.98,Delayed
O026088,P080,S059,W07,2023-03-11,2023-03-17,15,2962.55,239.57,Delivered
O026089,P388,S045,W18,2023-08-22,2023-08-25,133,1467.01,14.25,Delivered
O026090,P370,S033,W05,2024-11-09,2024-11-18,59,4183.56,255.63,Delayed
O026091,P316,S073,W06,2024-09-27,2024-10-16,40,2776.95,390.23,Delayed
O026092,P066,S085,W16,2024-04-11,2024-04-18,183,2715.02,224.56,Delivered
O026093,P225,S093,W19,2024-07-10,2024-07-21,151,4074.88,277.87,Delayed
O026094,P182,S049,W14,2025-06-12,2025-06-27,110,1209.6,486.95,Delayed
O026095,P301,S058,W07,2025-04-15,2025-04-30,185,1329.66,487.82,Delayed
O026096,P494,S064,W12,2024-09-09,2024-09-26,123,4286.52,435.07,Delayed
O026097,P056,S029,W01,2023-05-14,2023-05-29,97,1588.97,210.76,Delayed
O026098,P494,S070,W16,2023-01-08,2023-01-20,190,232.35,58.91,Delayed
O026099,P384,S004,W13,2023-01-28,2023-02-16,115,3512.99,329.39,Delayed
O026100,P143,S083,W07,2025-02-21,2025-02-24,69,355.26,252.4,Delivered
O026101,P380,S049,W03,2024-06-24,2024-06-26,71,4942.45,148.01,Delivered
O026102,P430,S043,W05,2024-09-18,2024-09-19,137,3572.35,91.72,Delivered
O026103,P147,S075,W05,2025-11-23,2025-11-27,94,296.32,69.08,Delivered
O026104,P059,S019,W14,2023-01-07,2023-01-14,57,4136.61,399.62,Delivered
O026105,P348,S054,W14,2023-02-09,2023-02-21,5,1774.49,25.9,Delayed
O026106,P283,S071,W11,2025-06-27,2025-07-14,58,2372.54,228.1,Delayed
O026107,P472,S043,W12,2023-03-03,2023-03-06,172,1477.65,148.12,Delivered
O026108,P439,S084,W05,2024-01-14,2024-01-31,4,2314.2,208.33,Delayed
O026109,P183,S007,W09,2023-11-18,2023-12-05,131,3253.69,129.39,Delayed
O026110,P214,S012,W14,2025-01-02,2025-01-12,53,514.42,224.75,Delayed
O026111,P229,S015,W10,2025-04-18,2025-05-03,25,3995.89,279.4,Delayed
O026112,P442,S045,W08,2024-02-23,2024-03-03,121,2916.27,450.38,Delayed
O026113,P051,S080,W11,2023-01-20,2023-02-06,177,3642.72,348.67,Delayed
O026114,P413,S074,W07,2024-02-16,2024-02-20,37,3245.91,26.44,Delivered
O026115,P312,S043,W03,2024-07-02,2024-07-11,184,1844.5,19.26,Delayed
O026116,P479,S080,W02,2024-08-27,2024-09-02,9,1160.96,463.67,Delivered
O026117,P490,S089,W19,2023-12-23,2024-01-07,24,1045.06,113.64,Delayed
O026118,P422,S073,W07,2023-07-20,2023-08-01,49,55.46,408.96,Delayed
O026119,P191,S001,W02,2025-12-07,2025-12-15,178,704.3,293.57,Delayed
O026120,P355,S060,W13,2025-02-03,2025-02-12,182,4166.52,209.94,Delayed
O026121,P318,S013,W17,2023-08-19,2023-08-28,121,4484.52,414.36,Delayed
O026122,P445,S085,W05,2023-10-30,2023-11-17,2,863.43,468.19,Delayed
O026123,P051,S090,W18,2024-01-22,2024-01-24,181,4038.06,146.98,Delivered
O026124,P342,S016,W17,2024-12-15,2024-12-25,94,1219.74,66.92,Delayed
O026125,P423,S001,W04,2025-07-13,2025-07-17,124,4077.78,467.11,Delivered
O026126,P256,S049,W16,2023-02-27,2023-03-05,29,4994.5,52.32,Delivered
O026127,P237,S098,W09,2024-03-09,2024-03-21,88,1083.68,257.08,Delayed
O026128,P229,S015,W08,2024-06-05,2024-06-18,194,2859.76,455.2,Delayed
O026129,P468,S003,W03,2025-02-06,2025-02-23,172,1404.19,253.42,Delayed
O026130,P209,S014,W02,2025-04-08,2025-04-14,60,1606.47,419.22,Delivered
O026131,P087,S099,W20,2024-04-27,2024-05-12,10,3281.96,392.87,Delayed
O026132,P084,S020,W14,2024-01-02,2024-01-10,175,4991.59,315.06,Delayed
O026133,P310,S098,W14,2025-06-07,2025-06-11,66,1532.21,101.63,Delivered
O026134,P036,S091,W01,2025-06-01,2025-06-05,157,2538.89,262.32,Delivered
O026135,P403,S036,W13,2024-02-15,2024-02-18,16,3193.36,363.26,Delivered
O026136,P452,S058,W06,2023-07-02,2023-07-18,53,65.41,496.96,Delayed
O026137,P279,S057,W13,2023-06-07,2023-06-15,171,3732.23,461.67,Delayed
O026138,P075,S096,W05,2023-01-13,2023-01-19,147,4560.24,92.47,Delivered
O026139,P061,S031,W05,2024-07-19,2024-08-01,162,2174.5,320.07,Delayed
O026140,P001,S070,W17,2025-05-21,2025-06-06,27,1033.89,443.93,Delayed
O026141,P131,S033,W01,2024-07-08,2024-07-26,135,4432.1,494.91,Delayed
O026142,P176,S064,W07,2024-11-08,2024-11-17,34,1748.25,258.24,Delayed
O026143,P083,S029,W01,2025-05-12,2025-05-14,44,1190.38,15.61,Delivered
O026144,P071,S021,W14,2024-09-09,2024-09-15,25,3492.36,439.88,Delivered
O026145,P496,S040,W09,2023-07-23,2023-08-06,144,4721.97,12.32,Delayed
O026146,P175,S047,W13,2025-08-14,2025-08-31,35,4871.63,188.84,Delayed
O026147,P357,S025,W14,2023-10-29,2023-11-13,185,3353.23,402.24,Delayed
O026148,P273,S052,W17,2025-12-02,2025-12-07,90,4262.0,196.94,Delivered
O026149,P236,S015,W13,2025-03-05,2025-03-07,157,3287.85,77.73,Delivered
O026150,P266,S088,W05,2024-08-19,2024-08-31,112,4964.02,18.48,Delayed
O026151,P446,S008,W11,2024-12-29,2025-01-03,66,3785.24,410.75,Delivered
O026152,P292,S078,W01,2024-05-20,2024-05-21,156,4413.01,232.36,Delivered
O026153,P422,S020,W05,2024-09-30,2024-10-02,29,3888.99,417.18,Delivered
O026154,P229,S033,W04,2023-07-10,2023-07-11,157,321.57,377.72,Delivered
O026155,P297,S036,W09,2025-06-17,2025-06-28,143,1163.18,317.76,Delayed
O026156,P299,S099,W19,2023-03-01,2023-03-03,188,705.99,371.74,Delivered
O026157,P199,S038,W15,2023-03-03,2023-03-14,172,4233.29,496.82,Delayed
O026158,P201,S050,W11,2023-10-29,2023-10-31,190,2551.24,318.91,Delivered
O026159,P446,S007,W18,2024-09-29,2024-10-06,105,2686.07,270.62,Delivered
O026160,P221,S024,W18,2025-09-25,2025-10-02,18,4567.43,491.27,Delivered
O026161,P441,S076,W01,2023-06-21,2023-06-28,167,4513.79,185.77,Delivered
O026162,P150,S057,W04,2023-03-04,2023-03-06,171,1726.94,471.65,Delivered
O026163,P165,S080,W03,2025-02-10,2025-02-26,129,1183.02,396.04,Delayed
O026164,P121,S081,W01,2023-01-16,2023-01-19,149,2716.61,286.07,Delivered
O026165,P286,S041,W09,2024-11-21,2024-11-23,130,4874.53,23.81,Delivered
O026166,P289,S035,W12,2025-04-21,2025-04-26,62,945.33,28.67,Delivered
O026167,P111,S023,W14,2025-06-17,2025-06-20,142,4501.24,214.51,Delivered
O026168,P369,S022,W03,2025-07-21,2025-07-27,188,4877.68,70.84,Delivered
O026169,P022,S079,W14,2023-06-24,2023-06-29,85,2186.96,119.83,Delivered
O026170,P170,S025,W05,2024-02-21,2024-03-10,66,1841.48,30.8,Delayed
O026171,P144,S020,W01,2024-03-26,2024-04-03,135,4087.93,282.04,Delayed
O026172,P440,S005,W10,2025-04-15,2025-04-28,172,4963.62,56.85,Delayed
O026173,P067,S093,W15,2023-10-07,2023-10-09,55,3320.22,63.4,Delivered
O026174,P430,S004,W02,2023-09-01,2023-09-14,33,4744.61,273.43,Delayed
O026175,P458,S096,W04,2024-11-05,2024-11-22,18,793.58,367.77,Delayed
O026176,P488,S025,W01,2023-05-26,2023-06-01,177,3468.93,450.04,Delivered
O026177,P273,S037,W08,2025-12-26,2025-12-28,172,4009.72,250.83,Delivered
O026178,P248,S025,W10,2023-04-13,2023-04-25,197,4387.04,152.85,Delayed
O026179,P075,S072,W08,2023-11-06,2023-11-22,154,4239.02,366.87,Delayed
O026180,P476,S098,W05,2023-04-27,2023-05-01,137,1514.24,254.18,Delivered
O026181,P273,S086,W16,2025-02-01,2025-02-17,111,2590.94,352.64,Delayed
O026182,P225,S019,W15,2025-01-07,2025-01-20,75,4100.11,153.67,Delayed
O026183,P371,S047,W11,2023-07-06,2023-07-20,58,2731.14,395.11,Delayed
O026184,P108,S089,W11,2025-02-23,2025-03-04,119,3183.54,70.1,Delayed
O026185,P350,S068,W05,2024-12-07,2024-12-19,144,2377.43,294.64,Delayed
O026186,P215,S047,W05,2025-05-25,2025-06-08,7,882.43,211.46,Delayed
O026187,P230,S096,W03,2025-03-06,2025-03-17,152,4722.36,434.05,Delayed
O026188,P390,S036,W17,2024-04-17,2024-04-27,171,2330.13,319.0,Delayed
O026189,P433,S035,W06,2024-07-09,2024-07-16,52,4930.63,424.2,Delivered
O026190,P273,S032,W12,2024-11-12,2024-11-18,126,4901.99,47.68,Delivered
O026191,P064,S080,W19,2023-04-04,2023-04-21,43,4332.36,207.15,Delayed
O026192,P077,S054,W01,2025-01-05,2025-01-18,124,2278.22,458.63,Delayed
O026193,P106,S089,W03,2025-02-28,2025-03-15,18,3668.78,24.82,Delayed
O026194,P275,S093,W20,2023-02-07,2023-02-11,145,1457.67,469.57,Delivered
O026195,P447,S070,W08,2025-02-20,2025-02-23,65,2762.05,359.78,Delivered
O026196,P274,S050,W07,2024-04-26,2024-05-07,195,3152.44,418.43,Delayed
O026197,P417,S079,W17,2023-04-21,2023-04-23,106,756.93,453.11,Delivered
O026198,P258,S071,W16,2024-02-14,2024-02-25,176,2822.34,392.32,Delayed
O026199,P063,S056,W16,2024-02-01,2024-02-05,181,247.0,323.29,Delivered
O026200,P108,S083,W07,2023-02-11,2023-02-28,117,3767.17,471.64,Delayed
O026201,P089,S025,W02,2023-02-10,2023-02-27,188,3072.39,250.03,Delayed
O026202,P279,S022,W16,2024-02-03,2024-02-20,161,3503.76,385.71,Delayed
O026203,P203,S058,W18,2023-07-01,2023-07-14,2,1516.42,115.87,Delayed
O026204,P389,S016,W06,2025-01-13,2025-01-26,137,3291.19,11.05,Delayed
O026205,P489,S007,W02,2024-12-18,2025-01-06,199,3915.4,457.05,Delayed
O026206,P400,S061,W05,2024-04-08,2024-04-11,69,1725.55,183.36,Delivered
O026207,P011,S049,W12,2025-12-09,2025-12-19,182,4435.99,61.86,Delayed
O026208,P196,S091,W01,2023-10-25,2023-11-10,38,4050.71,421.37,Delayed
O026209,P413,S067,W17,2023-05-25,2023-05-26,134,707.59,7.16,Delivered
O026210,P393,S034,W20,2023-01-16,2023-01-21,43,3432.42,89.75,Delivered
O026211,P126,S028,W20,2025-12-11,2025-12-12,96,333.13,342.83,Delivered
O026212,P402,S014,W16,2023-04-17,2023-05-03,85,1755.31,156.51,Delayed
O026213,P274,S089,W09,2023-08-07,2023-08-18,165,3244.33,47.71,Delayed
O026214,P057,S067,W01,2025-07-23,2025-07-27,94,2760.38,12.14,Delivered
O026215,P422,S016,W19,2023-12-03,2023-12-08,189,3296.71,347.35,Delivered
O026216,P027,S011,W01,2025-07-09,2025-07-25,136,2198.62,426.56,Delayed
O026217,P198,S007,W07,2024-01-06,2024-01-18,87,3371.37,339.13,Delayed
O026218,P100,S083,W19,2025-09-24,2025-10-06,186,4988.96,156.51,Delayed
O026219,P219,S002,W07,2025-03-20,2025-03-24,84,4729.93,50.39,Delivered
O026220,P203,S044,W08,2023-09-11,2023-09-28,38,4500.86,421.94,Delayed
O026221,P314,S073,W08,2024-08-02,2024-08-11,61,3776.37,393.55,Delayed
O026222,P038,S035,W13,2024-09-27,2024-10-03,138,623.05,355.13,Delivered
O026223,P009,S094,W04,2025-11-19,2025-11-27,120,4678.03,253.7,Delayed
O026224,P333,S097,W19,2023-07-04,2023-07-12,125,1679.73,437.49,Delayed
O026225,P274,S009,W09,2024-04-18,2024-04-26,12,3216.2,27.24,Delayed
O026226,P495,S035,W17,2025-09-11,2025-09-19,53,1449.24,316.29,Delayed
O026227,P466,S048,W10,2025-09-10,2025-09-25,12,2095.18,309.73,Delayed
O026228,P065,S013,W09,2024-05-16,2024-05-30,172,3554.77,201.28,Delayed
O026229,P477,S100,W12,2025-05-23,2025-05-29,21,4355.67,215.99,Delivered
O026230,P343,S003,W07,2023-12-16,2023-12-26,120,582.06,110.67,Delayed
O026231,P293,S047,W03,2023-03-01,2023-03-09,186,3115.44,184.44,Delayed
O026232,P288,S018,W18,2025-05-28,2025-06-07,153,4318.19,253.8,Delayed
O026233,P054,S073,W15,2024-04-09,2024-04-17,23,1270.29,175.14,Delayed
O026234,P411,S001,W07,2023-11-07,2023-11-10,110,2326.37,66.15,Delivered
O026235,P402,S055,W09,2025-07-19,2025-07-23,16,2859.95,59.15,Delivered
O026236,P304,S001,W13,2025-08-22,2025-09-02,154,297.04,115.09,Delayed
O026237,P184,S034,W08,2023-10-07,2023-10-20,142,4016.57,455.35,Delayed
O026238,P111,S043,W15,2024-12-11,2024-12-14,195,1796.14,243.84,Delivered
O026239,P208,S046,W05,2025-08-24,2025-08-29,60,1645.66,237.84,Delivered
O026240,P123,S100,W09,2024-11-25,2024-12-07,190,2434.27,452.55,Delayed
O026241,P038,S067,W11,2025-06-28,2025-07-10,88,3659.89,387.67,Delayed
O026242,P309,S069,W04,2024-07-20,2024-08-07,15,1114.96,179.44,Delayed
O026243,P473,S074,W03,2023-09-28,2023-10-10,66,4661.46,98.92,Delayed
O026244,P443,S031,W04,2025-09-06,2025-09-24,48,4555.49,338.79,Delayed
O026245,P063,S092,W05,2025-12-12,2025-12-22,15,302.13,465.27,Delayed
O026246,P432,S040,W05,2025-04-20,2025-04-27,27,3857.96,290.82,Delivered
O026247,P001,S092,W10,2025-09-30,2025-10-03,66,3834.37,332.73,Delivered
O026248,P427,S053,W05,2023-08-28,2023-09-02,31,2813.52,295.49,Delivered
O026249,P257,S064,W12,2023-12-27,2024-01-08,94,199.13,462.45,Delayed
O026250,P353,S008,W04,2025-01-03,2025-01-17,49,1741.5,425.16,Delayed
O026251,P138,S075,W05,2025-05-01,2025-05-14,78,1835.93,134.97,Delayed
O026252,P006,S017,W16,2025-05-09,2025-05-18,177,3715.68,367.88,Delayed
O026253,P489,S024,W15,2024-12-01,2024-12-11,111,1501.97,63.97,Delayed
O026254,P365,S032,W17,2025-04-15,2025-04-16,109,1678.85,411.68,Delivered
O026255,P152,S100,W06,2025-04-02,2025-04-08,11,4620.09,74.04,Delivered
O026256,P454,S093,W15,2023-04-07,2023-04-13,62,3935.83,435.28,Delivered
O026257,P265,S071,W08,2023-11-23,2023-11-25,191,1997.6,485.93,Delivered
O026258,P161,S023,W04,2023-03-14,2023-03-30,6,3078.27,93.99,Delayed
O026259,P015,S080,W05,2025-09-20,2025-09-25,86,737.3,166.64,Delivered
O026260,P038,S028,W03,2025-09-20,2025-10-04,34,1217.2,175.28,Delayed
O026261,P484,S056,W11,2023-11-29,2023-12-15,14,586.55,247.96,Delayed
O026262,P392,S015,W19,2024-04-02,2024-04-11,29,1693.21,38.58,Delayed
O026263,P370,S004,W17,2025-01-03,2025-01-14,172,180.29,337.58,Delayed
O026264,P346,S015,W02,2025-05-25,2025-06-10,134,938.54,89.35,Delayed
O026265,P455,S027,W13,2025-05-07,2025-05-19,19,310.98,448.48,Delayed
O026266,P010,S040,W14,2023-04-09,2023-04-24,193,3994.67,436.17,Delayed
O026267,P146,S048,W11,2025-01-01,2025-01-06,187,3359.48,206.38,Delivered
O026268,P026,S025,W11,2025-07-13,2025-07-30,51,4574.69,196.61,Delayed
O026269,P260,S042,W13,2023-09-01,2023-09-09,174,1194.39,216.89,Delayed
O026270,P169,S061,W11,2024-10-23,2024-10-24,162,3904.15,117.69,Delivered
O026271,P235,S001,W11,2025-10-02,2025-10-04,173,4162.0,210.0,Delivered
O026272,P200,S028,W02,2024-01-02,2024-01-03,76,4382.25,196.41,Delivered
O026273,P345,S012,W07,2024-05-13,2024-05-22,20,3710.29,463.07,Delayed
O026274,P466,S003,W02,2023-04-23,2023-04-24,134,3145.74,248.72,Delivered
O026275,P239,S021,W07,2025-08-02,2025-08-05,52,2453.88,469.39,Delivered
O026276,P133,S027,W11,2025-11-13,2025-11-29,41,2069.12,177.67,Delayed
O026277,P004,S025,W16,2023-10-10,2023-10-21,75,973.82,353.67,Delayed
O026278,P363,S029,W09,2024-02-05,2024-02-12,172,3385.54,48.94,Delivered
O026279,P008,S091,W06,2024-07-21,2024-08-03,1,140.6,42.87,Delayed
O026280,P002,S046,W06,2025-12-13,2025-12-19,150,317.97,187.02,Delivered
O026281,P387,S095,W18,2024-12-14,2024-12-26,4,2130.23,205.44,Delayed
O026282,P244,S043,W04,2024-02-26,2024-03-03,40,42.36,367.96,Delivered
O026283,P286,S078,W02,2025-04-28,2025-04-30,180,4136.28,330.26,Delivered
O026284,P135,S076,W08,2024-04-19,2024-04-20,79,775.02,105.28,Delivered
O026285,P498,S070,W15,2024-02-09,2024-02-16,95,790.88,278.63,Delivered
O026286,P300,S056,W20,2023-02-05,2023-02-24,122,3577.71,67.25,Delayed
O026287,P152,S079,W05,2023-12-24,2024-01-07,108,1685.06,417.27,Delayed
O026288,P118,S001,W17,2024-07-11,2024-07-15,155,267.43,238.05,Delivered
O026289,P263,S056,W02,2025-12-03,2025-12-19,163,947.78,201.15,Delayed
O026290,P100,S015,W04,2023-11-16,2023-11-30,171,4235.1,487.14,Delayed
O026291,P257,S054,W12,2025-01-07,2025-01-25,102,423.25,477.11,Delayed
O026292,P286,S047,W05,2024-10-19,2024-10-26,84,1688.0,300.03,Delivered
O026293,P240,S055,W06,2024-04-16,2024-04-20,64,660.37,93.52,Delivered
O026294,P064,S053,W10,2024-06-08,2024-06-09,180,317.09,473.85,Delivered
O026295,P482,S092,W11,2023-01-25,2023-02-13,1,315.01,347.79,Delayed
O026296,P058,S062,W04,2024-10-01,2024-10-19,166,2474.83,75.07,Delayed
O026297,P317,S044,W18,2025-05-25,2025-06-01,98,3014.16,424.53,Delivered
O026298,P070,S078,W03,2023-06-23,2023-07-09,158,193.53,374.77,Delayed
O026299,P449,S087,W16,2023-07-05,2023-07-22,148,3478.99,305.31,Delayed
O026300,P090,S069,W08,2025-09-27,2025-10-16,39,4316.12,389.72,Delayed
O026301,P487,S062,W18,2024-06-11,2024-06-12,131,2285.96,320.73,Delivered
O026302,P287,S039,W07,2025-08-29,2025-09-14,79,1308.52,241.88,Delayed
O026303,P190,S100,W09,2024-11-14,2024-11-21,147,2016.21,433.18,Delivered
O026304,P168,S037,W15,2023-07-05,2023-07-12,56,1795.43,39.47,Delivered
O026305,P104,S028,W18,2024-07-28,2024-08-12,144,45.95,132.5,Delayed
O026306,P066,S042,W17,2023-11-05,2023-11-07,77,4522.26,332.0,Delivered
O026307,P395,S053,W14,2024-06-21,2024-07-04,87,3938.28,249.63,Delayed
O026308,P109,S083,W13,2025-05-07,2025-05-09,21,848.87,201.31,Delivered
O026309,P052,S037,W12,2023-07-12,2023-07-29,129,2368.64,214.83,Delayed
O026310,P445,S064,W04,2023-02-22,2023-02-24,81,2096.72,291.27,Delivered
O026311,P318,S086,W18,2024-04-19,2024-05-04,83,4654.74,348.82,Delayed
O026312,P361,S071,W04,2023-06-23,2023-07-07,136,4294.17,245.93,Delayed
O026313,P253,S084,W06,2024-11-30,2024-12-16,100,2098.73,112.86,Delayed
O026314,P294,S011,W07,2024-01-25,2024-02-05,4,3155.08,485.6,Delayed
O026315,P350,S067,W11,2024-04-01,2024-04-13,123,3701.24,310.07,Delayed
O026316,P125,S088,W12,2025-11-18,2025-11-27,141,805.75,20.36,Delayed
O026317,P343,S063,W06,2023-05-02,2023-05-09,192,338.02,423.29,Delivered
O026318,P053,S021,W17,2024-02-22,2024-03-04,166,4940.08,210.88,Delayed
O026319,P208,S043,W16,2023-06-08,2023-06-27,148,2143.5,123.58,Delayed
O026320,P219,S029,W07,2024-08-20,2024-08-24,5,4406.52,216.15,Delivered
O026321,P057,S045,W02,2024-05-30,2024-06-04,176,1306.45,443.84,Delivered
O026322,P420,S007,W02,2025-10-22,2025-10-24,192,2813.41,244.23,Delivered
O026323,P471,S075,W03,2024-10-20,2024-11-05,124,2862.81,488.68,Delayed
O026324,P376,S048,W09,2024-11-08,2024-11-17,194,4497.34,498.88,Delayed
O026325,P438,S079,W04,2023-11-11,2023-11-26,19,2518.84,315.02,Delayed
O026326,P289,S088,W01,2023-11-24,2023-12-08,81,4708.34,409.15,Delayed
O026327,P086,S076,W10,2023-10-03,2023-10-19,165,4896.58,239.39,Delayed
O026328,P295,S043,W07,2024-12-16,2024-12-22,40,1634.77,372.47,Delivered
O026329,P464,S041,W06,2024-03-27,2024-03-28,99,1176.74,261.29,Delivered
O026330,P004,S045,W19,2024-04-30,2024-05-18,63,312.04,391.43,Delayed
O026331,P174,S086,W03,2024-07-20,2024-08-04,111,1059.09,340.15,Delayed
O026332,P110,S026,W12,2023-09-03,2023-09-15,88,1048.56,156.56,Delayed
O026333,P207,S010,W05,2025-07-23,2025-07-31,26,3155.5,15.13,Delayed
O026334,P401,S023,W12,2025-06-07,2025-06-16,172,4302.28,286.68,Delayed
O026335,P287,S040,W19,2023-06-13,2023-06-14,72,26.52,58.18,Delivered
O026336,P295,S022,W14,2024-06-10,2024-06-26,167,2638.67,220.17,Delayed
O026337,P479,S054,W14,2023-01-01,2023-01-15,108,1775.18,166.83,Delayed
O026338,P227,S082,W11,2025-05-12,2025-05-24,37,3264.31,119.43,Delayed
O026339,P150,S046,W04,2023-05-17,2023-06-01,196,927.88,205.66,Delayed
O026340,P342,S090,W03,2023-05-31,2023-06-08,110,1047.43,379.0,Delayed
O026341,P064,S045,W18,2025-09-30,2025-10-04,196,2795.13,41.69,Delivered
O026342,P067,S005,W15,2025-11-07,2025-11-12,124,4404.71,48.55,Delivered
O026343,P402,S030,W14,2025-09-25,2025-10-09,13,3717.48,430.95,Delayed
O026344,P181,S091,W05,2024-11-28,2024-12-05,167,1487.14,202.67,Delivered
O026345,P444,S067,W09,2025-12-24,2026-01-08,141,1947.78,378.21,Delayed
O026346,P474,S002,W17,2023-11-29,2023-12-18,120,4086.3,456.18,Delayed
O026347,P227,S037,W09,2024-01-07,2024-01-21,131,4028.97,31.47,Delayed
O026348,P243,S086,W18,2024-08-03,2024-08-10,137,3058.11,155.29,Delivered
O026349,P472,S023,W01,2024-11-16,2024-11-22,35,2499.51,301.08,Delivered
O026350,P090,S067,W02,2024-12-09,2024-12-11,46,4234.18,123.95,Delivered
O026351,P292,S019,W06,2025-07-16,2025-07-25,78,3243.65,348.11,Delayed
O026352,P341,S006,W19,2025-01-09,2025-01-27,22,1515.86,206.34,Delayed
O026353,P176,S032,W08,2023-09-28,2023-10-13,124,4460.39,456.72,Delayed
O026354,P376,S057,W05,2024-12-11,2024-12-26,168,629.12,151.62,Delayed
O026355,P113,S002,W12,2023-11-21,2023-12-01,128,2708.0,9.21,Delayed
O026356,P071,S011,W19,2025-09-16,2025-09-19,62,2416.23,249.72,Delivered
O026357,P453,S090,W03,2025-03-08,2025-03-12,121,4333.37,197.88,Delivered
O026358,P287,S021,W06,2025-07-08,2025-07-10,140,1314.37,498.26,Delivered
O026359,P207,S030,W17,2024-06-30,2024-07-07,49,1883.4,205.49,Delivered
O026360,P381,S074,W13,2025-12-28,2025-12-29,8,4705.87,420.14,Delivered
O026361,P239,S058,W03,2025-06-26,2025-07-08,162,180.32,249.17,Delayed
O026362,P130,S044,W10,2023-07-31,2023-08-05,25,350.41,267.54,Delivered
O026363,P402,S012,W06,2024-08-19,2024-09-04,191,4438.8,52.6,Delayed
O026364,P184,S050,W11,2023-02-17,2023-02-20,8,1694.99,349.83,Delivered
O026365,P138,S024,W08,2023-08-19,2023-08-30,46,1179.54,342.01,Delayed
O026366,P116,S063,W09,2024-08-01,2024-08-16,173,380.01,80.6,Delayed
O026367,P046,S063,W20,2025-08-07,2025-08-12,100,108.51,46.97,Delivered
O026368,P066,S019,W18,2025-07-20,2025-07-26,25,592.85,484.65,Delivered
O026369,P010,S100,W16,2023-02-21,2023-02-25,87,2387.94,283.41,Delivered
O026370,P187,S095,W08,2024-02-26,2024-03-09,171,3849.96,115.6,Delayed
O026371,P488,S009,W13,2024-09-02,2024-09-12,9,4162.09,149.63,Delayed
O026372,P332,S057,W12,2024-03-21,2024-03-30,41,2896.69,181.02,Delayed
O026373,P367,S022,W17,2025-08-18,2025-08-19,95,2490.7,79.62,Delivered
O026374,P278,S090,W18,2023-05-11,2023-05-21,51,1242.88,263.67,Delayed
O026375,P105,S003,W04,2024-08-22,2024-08-28,129,4750.39,335.08,Delivered
O026376,P021,S012,W12,2024-01-09,2024-01-23,164,2607.94,434.81,Delayed
O026377,P305,S034,W04,2024-07-04,2024-07-15,99,3617.59,30.94,Delayed
O026378,P092,S006,W11,2024-06-13,2024-06-27,66,4289.52,485.67,Delayed
O026379,P259,S062,W16,2024-01-22,2024-02-02,102,4017.3,309.24,Delayed
O026380,P421,S041,W20,2023-12-02,2023-12-04,163,1844.85,310.31,Delivered
O026381,P426,S087,W09,2025-01-05,2025-01-20,54,2387.2,119.2,Delayed
O026382,P412,S078,W14,2025-10-21,2025-10-31,14,2682.89,470.14,Delayed
O026383,P197,S088,W20,2025-06-14,2025-06-25,120,3621.66,293.09,Delayed
O026384,P128,S049,W10,2024-06-21,2024-06-29,12,646.5,265.43,Delayed
O026385,P183,S072,W13,2024-05-10,2024-05-18,20,2424.59,224.37,Delayed
O026386,P069,S062,W09,2025-11-01,2025-11-06,29,2563.96,112.4,Delivered
O026387,P329,S084,W04,2024-05-22,2024-06-05,32,4425.44,470.44,Delayed
